year,gear,ocean,species,product,property,value
2012,LL,EAO,BFT,fzn_sash,catch_value,12897969.42
2012,LL,EAO,BFT,fzn_sash,sales_value,76320404.32
2012,LL,EAO,SKJ,lc,volume,347
2012,LL,EAO,SKJ,lc,catch_value,542876.3024
2012,LL,EAO,SKJ,lc,sales_value,2158364.67
2012,LL,EAO,YFT,fzn_sash,volume,5395
2012,LL,EAO,YFT,fzn_sash,catch_value,31665154.81
2012,LL,EAO,YFT,fzn_sash,sales_value,98840035.76
2012,Other,EAO,ALB,dom,volume,3302
2012,Other,EAO,ALB,dom,catch_value,11398504
2012,Other,EAO,ALB,dom,sales_value,9906000
2012,Other,EAO,BFT,fzn_sash,volume,2522
2012,Other,EAO,BFT,fzn_sash,catch_value,31611932.82
2012,Other,EAO,BFT,fzn_sash,sales_value,187055451.6
2012,Other,EAO,SKJ,lc,volume,146
2012,Other,EAO,SKJ,lc,catch_value,256132.6667
2012,Other,EAO,SKJ,lc,sales_value,908130.3798
2012,PS,EAO,ALB,lc,volume,265
2012,PS,EAO,ALB,lc,catch_value,935715
2012,PS,EAO,ALB,lc,sales_value,2384167.603
2012,PS,EAO,BET,lc,volume,21383
2012,PS,EAO,BET,lc,catch_value,41194349.5
2012,PS,EAO,BET,lc,sales_value,169988581.7
2012,PS,EAO,BFT,ranch,volume,6106
2012,PS,EAO,BFT,ranch,catch_value,76535472.55
2012,PS,EAO,BFT,ranch,sales_value,452878900.6
2012,PS,EAO,SKJ,lc,volume,152464
2012,PS,EAO,SKJ,lc,catch_value,267472677.3
2012,PS,EAO,SKJ,lc,sales_value,948336919.4
2012,PS,EAO,YFT,lc,volume,67414
2012,PS,EAO,YFT,lc,catch_value,152490468
2012,PS,EAO,YFT,lc,sales_value,657483851.9
2012,TR,EAO,ALB,lc,volume,2979.5
2012,TR,EAO,ALB,lc,catch_value,10520614.5
2012,TR,EAO,ALB,lc,sales_value,26806141.03
2012,TR,EAO,ALB,dom,volume,2979.5
2012,TR,EAO,ALB,dom,catch_value,10520614.5
2012,TR,EAO,ALB,dom,sales_value,8938500
2012,BBPL,WAO,ALB,lc,volume,920.55
2012,BBPL,WAO,ALB,lc,catch_value,3177738.6
2012,BBPL,WAO,ALB,lc,sales_value,8282058.442
2012,BBPL,WAO,ALB,dom,volume,48.45
2012,BBPL,WAO,ALB,dom,catch_value,167249.4
2012,BBPL,WAO,ALB,dom,sales_value,334498.8
2012,BBPL,WAO,BET,lc,volume,451.25
2012,BBPL,WAO,BET,lc,catch_value,871927.8125
2012,BBPL,WAO,BET,lc,sales_value,3587305.219
2012,BBPL,WAO,BET,dom,volume,23.75
2012,BBPL,WAO,BET,dom,catch_value,45890.9375
2012,BBPL,WAO,BET,dom,sales_value,95000
2012,BBPL,WAO,SKJ,lc,volume,29158.35
2012,BBPL,WAO,SKJ,lc,catch_value,45617801.82
2012,BBPL,WAO,SKJ,lc,sales_value,181367010
2012,BBPL,WAO,SKJ,dom,volume,1534.65
2012,BBPL,WAO,SKJ,dom,catch_value,2400936.938
2012,BBPL,WAO,SKJ,dom,sales_value,5371275
2012,BBPL,WAO,YFT,lc,volume,1052.6
2012,BBPL,WAO,YFT,lc,catch_value,2380981.2
2012,BBPL,WAO,YFT,lc,sales_value,10265931.45
2012,BBPL,WAO,YFT,dom,volume,55.4
2012,BBPL,WAO,YFT,dom,catch_value,125314.8
2012,BBPL,WAO,YFT,dom,sales_value,304700
2012,GN,WAO,SKJ,dom,volume,52
2012,GN,WAO,SKJ,dom,catch_value,81353.22111
2012,GN,WAO,SKJ,dom,sales_value,182000
2012,GN,WAO,YFT,dom,volume,23
2012,GN,WAO,YFT,dom,catch_value,42598.06367
2012,GN,WAO,YFT,dom,sales_value,85196.12734
2012,HL,WAO,BET,dom,volume,349
2012,HL,WAO,BET,dom,catch_value,676362
2012,HL,WAO,BET,dom,sales_value,1396000
2012,HL,WAO,BFT,fsh_sash,volume,951
2012,HL,WAO,BFT,fsh_sash,catch_value,9858194.925
2012,HL,WAO,BFT,fsh_sash,sales_value,51138074.96
2012,HL,WAO,SKJ,dom,volume,313
2012,HL,WAO,SKJ,dom,catch_value,489683.8117
2012,HL,WAO,SKJ,dom,sales_value,1095500
2012,HL,WAO,YFT,fsh_sash,volume,2366
2012,HL,WAO,YFT,fsh_sash,catch_value,11641610.03
2012,HL,WAO,YFT,fsh_sash,sales_value,44493813
2012,LL,WAO,ALB,lc,volume,21045
2012,LL,WAO,ALB,lc,catch_value,72647340
2012,LL,WAO,ALB,lc,sales_value,189338895.1
2012,LL,WAO,BET,fzn_sash,volume,21556
2012,LL,WAO,BET,fzn_sash,catch_value,135052732.3
2012,LL,WAO,BET,fzn_sash,sales_value,372704880.1
2012,LL,WAO,BFT,dom,volume,73.4
2012,LL,WAO,BFT,dom,catch_value,760874.3507
2012,LL,WAO,BFT,dom,sales_value,0
2012,LL,WAO,BFT,fsh_sash,volume,220.2
2012,LL,WAO,BFT,fsh_sash,catch_value,2282623.052
2012,LL,WAO,BFT,fsh_sash,sales_value,11840803.48
2012,LL,WAO,BFT,fzn_sash,volume,440.4
2012,LL,WAO,BFT,fzn_sash,catch_value,4565246.104
2012,LL,WAO,BFT,fzn_sash,sales_value,32664243.01
2012,LL,WAO,YFT,fzn_sash,volume,12805
2012,LL,WAO,YFT,fzn_sash,catch_value,75157054.18
2012,LL,WAO,YFT,fzn_sash,sales_value,234596229.5
2012,Other,WAO,ALB,dom,volume,3564
2012,Other,WAO,ALB,dom,catch_value,12302928
2012,Other,WAO,ALB,dom,sales_value,24605856
2012,Other,WAO,BET,dom,volume,33
2012,Other,WAO,BET,dom,catch_value,63574.5
2012,Other,WAO,BET,dom,sales_value,132000
2012,Other,WAO,BFT,fsh_sash,volume,100
2012,Other,WAO,BFT,fsh_sash,catch_value,1036613.557
2012,Other,WAO,BFT,fsh_sash,sales_value,5377294.949
2012,Other,WAO,SKJ,dom,volume,7
2012,Other,WAO,SKJ,dom,catch_value,12280.33333
2012,Other,WAO,SKJ,dom,sales_value,24500
2012,Other,WAO,YFT,dom,volume,330
2012,Other,WAO,YFT,dom,catch_value,746460
2012,Other,WAO,YFT,dom,sales_value,1815000
2012,PS,WAO,ALB,lc,volume,333
2012,PS,WAO,ALB,lc,catch_value,1175823
2012,PS,WAO,ALB,lc,sales_value,2995954.007
2012,PS,WAO,BET,lc,volume,87
2012,PS,WAO,BET,lc,catch_value,167605.5
2012,PS,WAO,BET,lc,sales_value,691624.4964
2012,PS,WAO,BFT,ranch,volume,2
2012,PS,WAO,BFT,ranch,catch_value,25068.93958
2012,PS,WAO,BFT,ranch,sales_value,148338.9783
2012,PS,WAO,SKJ,lc,volume,5202
2012,PS,WAO,SKJ,lc,catch_value,9126042
2012,PS,WAO,SKJ,lc,sales_value,32356809.84
2012,PS,WAO,YFT,lc,volume,3302
2012,PS,WAO,YFT,lc,catch_value,7469124
2012,PS,WAO,YFT,lc,sales_value,32204166.48
2012,TR,WAO,SKJ,dom,volume,136
2012,TR,WAO,SKJ,dom,catch_value,249356
2012,TR,WAO,SKJ,dom,sales_value,476000
2012,TR,WAO,YFT,fsh_sash,volume,164
2012,TR,WAO,YFT,fsh_sash,catch_value,806941.6928
2012,TR,WAO,YFT,fsh_sash,sales_value,3084102
2012,LL,Antarctic,SBF,fzn_sash,volume,5811
2012,LL,Antarctic,SBF,fzn_sash,catch_value,72835074
2012,LL,Antarctic,SBF,fzn_sash,sales_value,273358725
2012,PS,Antarctic,SBF,ranch,volume,4444
2012,PS,Antarctic,SBF,ranch,catch_value,55701096
2012,PS,Antarctic,SBF,ranch,sales_value,217942275.2
2014,BBPL,WCPO,ALB,lc,volume,23648.1
2014,BBPL,WCPO,ALB,lc,catch_value,61106690.4
2014,BBPL,WCPO,ALB,lc,sales_value,214924100.6
2014,BBPL,WCPO,ALB,dom,volume,10134.9
2014,BBPL,WCPO,ALB,dom,catch_value,26188581.6
2014,BBPL,WCPO,ALB,dom,sales_value,30404700
2014,BBPL,WCPO,BET,lc,volume,3170.3
2014,BBPL,WCPO,BET,lc,catch_value,4305267.4
2014,BBPL,WCPO,BET,lc,sales_value,25459474.28
2014,BBPL,WCPO,BET,dom,volume,1358.7
2014,BBPL,WCPO,BET,dom,catch_value,1845114.6
2014,BBPL,WCPO,BET,dom,sales_value,5434800
2014,BBPL,WCPO,PBF,fsh_sash,volume,5
2014,BBPL,WCPO,PBF,fsh_sash,catch_value,126643.6782
2014,BBPL,WCPO,PBF,fsh_sash,sales_value,233329.9156
2014,BBPL,WCPO,SKJ,lc,volume,89890.5
2014,BBPL,WCPO,SKJ,lc,catch_value,102654951
2014,BBPL,WCPO,SKJ,lc,sales_value,564816143.5
2014,BBPL,WCPO,SKJ,dom,volume,38524.5
2014,BBPL,WCPO,SKJ,dom,catch_value,43994979
2014,BBPL,WCPO,SKJ,dom,sales_value,134835750
2014,BBPL,WCPO,YFT,lc,volume,13286
2014,BBPL,WCPO,YFT,lc,catch_value,17006080
2014,BBPL,WCPO,YFT,lc,sales_value,130896248.1
2014,BBPL,WCPO,YFT,dom,volume,5694
2014,BBPL,WCPO,YFT,dom,catch_value,7288320
2014,BBPL,WCPO,YFT,dom,sales_value,31317000
2014,GN,WCPO,ALB,lc,volume,23.4
2014,GN,WCPO,ALB,lc,catch_value,60465.6
2014,GN,WCPO,ALB,lc,sales_value,212669.2611
2014,GN,WCPO,ALB,dom,volume,2.6
2014,GN,WCPO,ALB,dom,catch_value,6718.4
2014,GN,WCPO,ALB,dom,sales_value,7800
2014,GN,WCPO,BET,lc,volume,2253.6
2014,GN,WCPO,BET,lc,catch_value,3060388.8
2014,GN,WCPO,BET,lc,sales_value,18097805.01
2014,GN,WCPO,BET,dom,volume,250.4
2014,GN,WCPO,BET,dom,catch_value,340043.2
2014,GN,WCPO,BET,dom,sales_value,1001600
2014,GN,WCPO,PBF,fsh_sash,volume,1916
2014,GN,WCPO,PBF,fsh_sash,catch_value,0
2014,GN,WCPO,PBF,fsh_sash,sales_value,0
2014,GN,WCPO,SKJ,lc,volume,49603.5
2014,GN,WCPO,SKJ,lc,catch_value,56647197
2014,GN,WCPO,SKJ,lc,sales_value,311677625.3
2014,GN,WCPO,SKJ,dom,volume,5511.5
2014,GN,WCPO,SKJ,dom,catch_value,6294133
2014,GN,WCPO,SKJ,dom,sales_value,19290250
2014,GN,WCPO,YFT,lc,volume,3771.9
2014,GN,WCPO,YFT,lc,catch_value,4828032
2014,GN,WCPO,YFT,lc,sales_value,37161490.17
2014,GN,WCPO,YFT,dom,volume,419.1
2014,GN,WCPO,YFT,dom,catch_value,536448
2014,GN,WCPO,YFT,dom,sales_value,2305050
2014,HL,WCPO,ALB,dom,volume,174
2014,HL,WCPO,ALB,dom,catch_value,449616
2014,HL,WCPO,ALB,dom,sales_value,522000
2014,HL,WCPO,BET,fsh_sash,volume,8099
2014,HL,WCPO,BET,fsh_sash,catch_value,58272305
2014,HL,WCPO,BET,fsh_sash,sales_value,141227223.6
2014,HL,WCPO,SKJ,dom,volume,18308
2014,HL,WCPO,SKJ,dom,catch_value,20907736
2014,HL,WCPO,SKJ,dom,sales_value,64078000
2014,HL,WCPO,YFT,fzn_sash,volume,55983
2014,HL,WCPO,YFT,fzn_sash,catch_value,265919250
2014,HL,WCPO,YFT,fzn_sash,sales_value,797993243.7
2014,LL,WCPO,ALB,lc,volume,73186.4
2014,LL,WCPO,ALB,lc,catch_value,189113657.6
2014,LL,WCPO,ALB,lc,sales_value,665149470.6
2014,LL,WCPO,ALB,fzn_sash,volume,18296.6
2014,LL,WCPO,ALB,fzn_sash,catch_value,57323247.8
2014,LL,WCPO,ALB,fzn_sash,sales_value,276538093.9
2014,LL,WCPO,BET,fsh_sash,volume,35956
2014,LL,WCPO,BET,fsh_sash,catch_value,258703420
2014,LL,WCPO,BET,fsh_sash,sales_value,626986795.1
2014,LL,WCPO,BET,fzn_sash,volume,35956
2014,LL,WCPO,BET,fzn_sash,catch_value,256186500
2014,LL,WCPO,BET,fzn_sash,sales_value,543445432.6
2014,LL,WCPO,PBF,fzn_sash,volume,1195
2014,LL,WCPO,PBF,fzn_sash,catch_value,25108411.56
2014,LL,WCPO,PBF,fzn_sash,sales_value,68885229.46
2014,LL,WCPO,SKJ,lc,volume,1986
2014,LL,WCPO,SKJ,lc,catch_value,2268012
2014,LL,WCPO,SKJ,lc,sales_value,12478792.1
2014,LL,WCPO,YFT,fsh_sash,volume,46148
2014,LL,WCPO,YFT,fsh_sash,catch_value,256305992
2014,LL,WCPO,YFT,fsh_sash,sales_value,679472768.7
2014,LL,WCPO,YFT,fzn_sash,volume,46148
2014,LL,WCPO,YFT,fzn_sash,catch_value,219203000
2014,LL,WCPO,YFT,fzn_sash,sales_value,657803122.6
2014,Other,WCPO,ALB,lc,volume,425
2014,Other,WCPO,ALB,lc,catch_value,1098200
2014,Other,WCPO,ALB,lc,sales_value,3862582.734
2014,Other,WCPO,BET,fsh_sash,volume,274
2014,Other,WCPO,BET,fsh_sash,catch_value,1971430
2014,Other,WCPO,BET,fsh_sash,sales_value,4777905.825
2014,Other,WCPO,PBF,fsh_sash,volume,499
2014,Other,WCPO,PBF,fsh_sash,catch_value,12639039.08
2014,Other,WCPO,PBF,fsh_sash,sales_value,23286325.58
2014,Other,WCPO,SKJ,dom,volume,9517
2014,Other,WCPO,SKJ,dom,catch_value,10868414
2014,Other,WCPO,SKJ,dom,sales_value,33309500
2014,Other,WCPO,YFT,fzn_sash,volume,6470
2014,Other,WCPO,YFT,fzn_sash,catch_value,30732500
2014,Other,WCPO,YFT,fzn_sash,sales_value,92224716.2
2014,PS,WCPO,BET,lc,volume,58022.4
2014,PS,WCPO,BET,lc,catch_value,78794419.2
2014,PS,WCPO,BET,lc,sales_value,465955840.2
2014,PS,WCPO,BET,fzn_sash,volume,14505.6
2014,PS,WCPO,BET,fzn_sash,catch_value,103352400
2014,PS,WCPO,BET,fzn_sash,sales_value,219240239.9
2014,PS,WCPO,PBF,fsh_sash,volume,6761
2014,PS,WCPO,PBF,fsh_sash,catch_value,171247581.6
2014,PS,WCPO,PBF,fsh_sash,sales_value,315508711.9
2014,PS,WCPO,SKJ,lc,volume,1682513
2014,PS,WCPO,SKJ,lc,catch_value,1921429846
2014,PS,WCPO,SKJ,lc,sales_value,10571868040
2014,PS,WCPO,YFT,lc,volume,383984
2014,PS,WCPO,YFT,lc,catch_value,491499520
2014,PS,WCPO,YFT,lc,sales_value,3783084822
2014,TR,WCPO,ALB,lc,volume,2834
2014,TR,WCPO,ALB,lc,catch_value,7323056
2014,TR,WCPO,ALB,lc,sales_value,25756610.51
2014,TR,WCPO,BET,fsh_sash,volume,3093
2014,TR,WCPO,BET,fsh_sash,catch_value,22254135
2014,TR,WCPO,BET,fsh_sash,sales_value,53934535.46
2014,TR,WCPO,BET,fzn_sash,volume,3093
2014,TR,WCPO,BET,fzn_sash,catch_value,22037625
2014,TR,WCPO,BET,fzn_sash,sales_value,46748156.72
2014,TR,WCPO,PBF,ranch,volume,1023
2014,TR,WCPO,PBF,ranch,catch_value,8206260.48
2014,TR,WCPO,PBF,ranch,sales_value,55009727.33
2014,TR,WCPO,SKJ,lc,volume,38043.6
2014,TR,WCPO,SKJ,lc,catch_value,43445791.2
2014,TR,WCPO,SKJ,lc,sales_value,239042384.2
2014,TR,WCPO,SKJ,dom,volume,16304.4
2014,TR,WCPO,SKJ,dom,catch_value,18619624.8
2014,TR,WCPO,SKJ,dom,sales_value,57065400
2014,TR,WCPO,YFT,fsh_sash,volume,15358.5
2014,TR,WCPO,YFT,fsh_sash,catch_value,85301109
2014,TR,WCPO,YFT,fsh_sash,sales_value,226135098.3
2014,TR,WCPO,YFT,fzn_sash,volume,15358.5
2014,TR,WCPO,YFT,fzn_sash,catch_value,72952875
2014,TR,WCPO,YFT,fzn_sash,sales_value,218923230.9
2014,GN,EPO,PBF,fzn_sash,volume,4
2014,GN,EPO,PBF,fzn_sash,catch_value,0
2014,GN,EPO,PBF,fzn_sash,sales_value,0
2014,LL,EPO,ALB,lc,volume,28875
2014,LL,EPO,ALB,lc,catch_value,74613000
2014,LL,EPO,ALB,lc,sales_value,262428415.2
2014,LL,EPO,BET,lc,volume,7017.4
2014,LL,EPO,BET,lc,catch_value,9529629.2
2014,LL,EPO,BET,lc,sales_value,56354072.1
2014,LL,EPO,BET,fsh_sash,volume,10526.1
2014,LL,EPO,BET,fsh_sash,catch_value,75735289.5
2014,LL,EPO,BET,fsh_sash,sales_value,183550052.9
2014,LL,EPO,BET,fzn_sash,volume,17543.5
2014,LL,EPO,BET,fzn_sash,catch_value,124997437.5
2014,LL,EPO,BET,fzn_sash,sales_value,265155605.4
2014,LL,EPO,YFT,lc,volume,1537.2
2014,LL,EPO,YFT,lc,catch_value,1967616
2014,LL,EPO,YFT,lc,sales_value,15144792.46
2014,LL,EPO,YFT,fsh_sash,volume,2305.8
2014,LL,EPO,YFT,fsh_sash,catch_value,12806413.2
2014,LL,EPO,YFT,fsh_sash,sales_value,33950080.4
2014,LL,EPO,YFT,fzn_sash,volume,3843
2014,LL,EPO,YFT,fzn_sash,catch_value,18254250
2014,LL,EPO,YFT,fzn_sash,sales_value,54778915.66
2014,Other,EPO,ALB,lc,volume,132.5
2014,Other,EPO,ALB,lc,catch_value,342380
2014,Other,EPO,ALB,lc,sales_value,1204216.97
2014,Other,EPO,ALB,dom,volume,132.5
2014,Other,EPO,ALB,dom,catch_value,342380
2014,Other,EPO,ALB,dom,sales_value,397500
2014,Other,EPO,PBF,fsh_sash,volume,1
2014,Other,EPO,PBF,fsh_sash,catch_value,25328.73563
2014,Other,EPO,PBF,fsh_sash,sales_value,46665.98312
2014,Other,EPO,SKJ,lc,volume,91.8
2014,Other,EPO,SKJ,lc,catch_value,104835.6
2014,Other,EPO,SKJ,lc,sales_value,576814.2571
2014,Other,EPO,SKJ,dom,volume,826.2
2014,Other,EPO,SKJ,dom,catch_value,943520.4
2014,Other,EPO,SKJ,dom,sales_value,2891700
2014,Other,EPO,YFT,lc,volume,319
2014,Other,EPO,YFT,lc,catch_value,408320
2014,Other,EPO,YFT,lc,sales_value,3142849.854
2014,Other,EPO,YFT,dom,volume,319
2014,Other,EPO,YFT,dom,catch_value,408320
2014,Other,EPO,YFT,dom,sales_value,1754500
2014,PS,EPO,BET,lc,volume,59600
2014,PS,EPO,BET,lc,catch_value,80936800
2014,PS,EPO,BET,lc,sales_value,478624946.2
2014,PS,EPO,PBF,fzn_sash,volume,3420.95
2014,PS,EPO,PBF,fzn_sash,catch_value,44956193.48
2014,PS,EPO,PBF,fzn_sash,sales_value,197199101
2014,PS,EPO,PBF,ranch,volume,1842.05
2014,PS,EPO,PBF,ranch,catch_value,18470603.76
2014,PS,EPO,PBF,ranch,sales_value,106184131.3
2014,PS,EPO,SKJ,lc,volume,261665
2014,PS,EPO,SKJ,lc,catch_value,298821430
2014,PS,EPO,SKJ,lc,sales_value,1644140551
2014,PS,EPO,YFT,lc,volume,232889
2014,PS,EPO,YFT,lc,catch_value,298097920
2014,PS,EPO,YFT,lc,sales_value,2294467585
2014,TR,EPO,ALB,lc,volume,17381.7
2014,TR,EPO,ALB,lc,catch_value,44914312.8
2014,TR,EPO,ALB,lc,sales_value,157972363.1
2014,TR,EPO,ALB,dom,volume,1931.3
2014,TR,EPO,ALB,dom,catch_value,4990479.2
2014,TR,EPO,ALB,dom,sales_value,5793900
2014,TR,EPO,SKJ,lc,volume,53
2014,TR,EPO,SKJ,lc,catch_value,60526
2014,TR,EPO,SKJ,lc,sales_value,0
2014,TR,EPO,YFT,lc,volume,1832
2014,TR,EPO,YFT,lc,catch_value,2344960
2014,TR,EPO,YFT,lc,sales_value,0
2014,BBPL,WIO,BET,lc,volume,76
2014,BBPL,WIO,BET,lc,catch_value,103208
2014,BBPL,WIO,BET,lc,sales_value,610327.1126
2014,BBPL,WIO,BET,dom,volume,228
2014,BBPL,WIO,BET,dom,catch_value,309624
2014,BBPL,WIO,BET,dom,sales_value,912000
2014,BBPL,WIO,SKJ,lc,volume,20063
2014,BBPL,WIO,SKJ,lc,catch_value,22911946
2014,BBPL,WIO,SKJ,lc,sales_value,126063447.1
2014,BBPL,WIO,SKJ,dom,volume,60189
2014,BBPL,WIO,SKJ,dom,catch_value,68735838
2014,BBPL,WIO,SKJ,dom,sales_value,210661500
2014,BBPL,WIO,YFT,lc,volume,5493.25
2014,BBPL,WIO,YFT,lc,catch_value,7031360
2014,BBPL,WIO,YFT,lc,sales_value,54120564.13
2014,BBPL,WIO,YFT,dom,volume,16479.75
2014,BBPL,WIO,YFT,dom,catch_value,21094080
2014,BBPL,WIO,YFT,dom,sales_value,90638625
2014,GN,WIO,BET,lc,volume,1808
2014,GN,WIO,BET,lc,catch_value,2455264
2014,GN,WIO,BET,lc,sales_value,14519360.78
2014,GN,WIO,BET,dom,volume,452
2014,GN,WIO,BET,dom,catch_value,613816
2014,GN,WIO,BET,dom,sales_value,1808000
2014,GN,WIO,SKJ,lc,volume,34955.2
2014,GN,WIO,SKJ,lc,catch_value,39918838.4
2014,GN,WIO,SKJ,lc,sales_value,219636794.3
2014,GN,WIO,SKJ,dom,volume,8738.8
2014,GN,WIO,SKJ,dom,catch_value,9979709.6
2014,GN,WIO,SKJ,dom,sales_value,30585800
2014,GN,WIO,YFT,lc,volume,45274.4
2014,GN,WIO,YFT,lc,catch_value,57951232
2014,GN,WIO,YFT,lc,sales_value,446052167.4
2014,GN,WIO,YFT,dom,volume,11318.6
2014,GN,WIO,YFT,dom,catch_value,14487808
2014,GN,WIO,YFT,dom,sales_value,62252300
2014,HL,WIO,ALB,fsh_sash,volume,219.3
2014,HL,WIO,ALB,fsh_sash,catch_value,1028670.533
2014,HL,WIO,ALB,fsh_sash,sales_value,3038679.936
2014,HL,WIO,ALB,fzn_sash,volume,38.7
2014,HL,WIO,ALB,fzn_sash,catch_value,121247.1
2014,HL,WIO,ALB,fzn_sash,sales_value,584918.7408
2014,HL,WIO,BET,fsh_sash,volume,3690.7
2014,HL,WIO,BET,fsh_sash,catch_value,26554586.5
2014,HL,WIO,BET,fsh_sash,sales_value,64356996.45
2014,HL,WIO,BET,fzn_sash,volume,651.3
2014,HL,WIO,BET,fzn_sash,catch_value,4640512.5
2014,HL,WIO,BET,fzn_sash,sales_value,9843865.009
2014,HL,WIO,SKJ,fsh_sash,volume,18704.25
2014,HL,WIO,SKJ,fsh_sash,catch_value,93274596.25
2014,HL,WIO,SKJ,fsh_sash,sales_value,259171131.8
2014,HL,WIO,SKJ,fzn_sash,volume,3300.75
2014,HL,WIO,SKJ,fzn_sash,catch_value,3769456.5
2014,HL,WIO,SKJ,fzn_sash,sales_value,49888127.48
2014,HL,WIO,YFT,fsh_sash,volume,79004.1
2014,HL,WIO,YFT,fsh_sash,catch_value,357251374.3
2014,HL,WIO,YFT,fsh_sash,sales_value,1163238592
2014,HL,WIO,YFT,fzn_sash,volume,13941.9
2014,HL,WIO,YFT,fzn_sash,catch_value,66224025
2014,HL,WIO,YFT,fzn_sash,sales_value,198730721.9
2014,LL,WIO,ALB,lc,volume,17680.8
2014,LL,WIO,ALB,lc,catch_value,45687187.2
2014,LL,WIO,ALB,lc,sales_value,160690712.5
2014,LL,WIO,ALB,fzn_sash,volume,4420.2
2014,LL,WIO,ALB,fzn_sash,catch_value,13848486.6
2014,LL,WIO,ALB,fzn_sash,sales_value,66807695.55
2014,LL,WIO,BET,fzn_sash,volume,32292
2014,LL,WIO,BET,fzn_sash,catch_value,230080500
2014,LL,WIO,BET,fzn_sash,sales_value,488067079.5
2014,LL,WIO,SKJ,lc,volume,69
2014,LL,WIO,SKJ,lc,catch_value,78798
2014,LL,WIO,SKJ,lc,sales_value,433553.1997
2014,LL,WIO,YFT,fzn_sash,volume,20375
2014,LL,WIO,YFT,fzn_sash,catch_value,96781250
2014,LL,WIO,YFT,fzn_sash,sales_value,290429457.9
2014,Other,WIO,SKJ,lc,volume,20
2014,Other,WIO,SKJ,lc,catch_value,22840
2014,Other,WIO,SKJ,lc,sales_value,125667.5941
2014,Other,WIO,YFT,lc,volume,174
2014,Other,WIO,YFT,lc,catch_value,222720
2014,Other,WIO,YFT,lc,sales_value,1714281.738
2014,PS,WIO,ALB,lc,volume,642
2014,PS,WIO,ALB,lc,catch_value,1658928
2014,PS,WIO,ALB,lc,sales_value,5834772.036
2014,PS,WIO,BET,lc,volume,22499
2014,PS,WIO,BET,lc,catch_value,30553642
2014,PS,WIO,BET,lc,sales_value,180680917.2
2014,PS,WIO,SKJ,lc,volume,137407
2014,PS,WIO,SKJ,lc,catch_value,156918794
2014,PS,WIO,SKJ,lc,sales_value,863380355.3
2014,PS,WIO,YFT,lc,volume,148639
2014,PS,WIO,YFT,lc,catch_value,190257920
2014,PS,WIO,YFT,lc,sales_value,1464420249
2014,BBPL,EIO,SKJ,lc,volume,1060.65
2014,BBPL,EIO,SKJ,lc,catch_value,1244779.448
2014,BBPL,EIO,SKJ,lc,sales_value,6664466.686
2014,BBPL,EIO,SKJ,dom,volume,6010.35
2014,BBPL,EIO,SKJ,dom,catch_value,7053750.205
2014,BBPL,EIO,SKJ,dom,sales_value,21036225
2014,BBPL,EIO,YFT,lc,volume,243.75
2014,BBPL,EIO,YFT,lc,catch_value,674388.5268
2014,BBPL,EIO,YFT,lc,sales_value,2401472.263
2014,BBPL,EIO,YFT,dom,volume,1381.25
2014,BBPL,EIO,YFT,dom,catch_value,3821534.985
2014,BBPL,EIO,YFT,dom,sales_value,7596875
2014,GN,EIO,ALB,lc,volume,3.35
2014,GN,EIO,ALB,lc,catch_value,8802.962994
2014,GN,EIO,ALB,lc,sales_value,30446.24038
2014,GN,EIO,ALB,dom,volume,63.65
2014,GN,EIO,ALB,dom,catch_value,167256.2969
2014,GN,EIO,ALB,dom,sales_value,190950
2014,GN,EIO,BET,lc,volume,81.15
2014,GN,EIO,BET,lc,catch_value,227195.2218
2014,GN,EIO,BET,lc,sales_value,651684.8051
2014,GN,EIO,BET,dom,volume,1541.85
2014,GN,EIO,BET,dom,catch_value,4316709.215
2014,GN,EIO,BET,dom,sales_value,6167400
2014,GN,EIO,SKJ,lc,volume,3282.9
2014,GN,EIO,SKJ,lc,catch_value,3852813.322
2014,GN,EIO,SKJ,lc,sales_value,20627707.24
2014,GN,EIO,SKJ,dom,volume,62375.1
2014,GN,EIO,SKJ,dom,catch_value,73203453.12
2014,GN,EIO,SKJ,dom,sales_value,218312850
2014,GN,EIO,YFT,lc,volume,459.5
2014,GN,EIO,YFT,lc,catch_value,1271308.833
2014,GN,EIO,YFT,lc,sales_value,4527083.096
2014,GN,EIO,YFT,dom,volume,8730.5
2014,GN,EIO,YFT,dom,catch_value,24154867.83
2014,GN,EIO,YFT,dom,sales_value,48017750
2014,HL,EIO,ALB,dom,volume,1589
2014,HL,EIO,ALB,dom,catch_value,4175494.984
2014,HL,EIO,ALB,dom,sales_value,4767000
2014,HL,EIO,SKJ,dom,volume,27625
2014,HL,EIO,SKJ,dom,catch_value,32420715.84
2014,HL,EIO,SKJ,dom,sales_value,96687500
2014,HL,EIO,YFT,fsh_sash,volume,7134
2014,HL,EIO,YFT,fsh_sash,catch_value,39622236
2014,HL,EIO,YFT,fsh_sash,sales_value,105039410.9
2014,HL,EIO,YFT,fzn_sash,volume,16646
2014,HL,EIO,YFT,fzn_sash,catch_value,79068500
2014,HL,EIO,YFT,fzn_sash,sales_value,237275521.8
2014,LL,EIO,ALB,lc,volume,16092
2014,LL,EIO,ALB,lc,catch_value,42285755.37
2014,LL,EIO,ALB,lc,sales_value,146251015
2014,LL,EIO,BET,fsh_sash,volume,10143
2014,LL,EIO,BET,fsh_sash,catch_value,72978885
