year,gear,ocean,species,product,volume,catch_value,sales_value
2016,BBPL,WCPO,PBF,fsh_sash,129.56,1097658.154,4814111.156
2016,BBPL,WCPO,SKJ,lc,109665.5,191914625,593217613.4
2016,BBPL,WCPO,SKJ,dom,46999.5,82249125,121913781.6
2016,BBPL,WCPO,YFT,lc,16361.8,37779864.8,129136766
2016,BBPL,WCPO,YFT,dom,7012.2,16191370.63,27870969.96
2016,GN,WCPO,ALB,lc,17.1,43365.6,145601.0504
2016,GN,WCPO,ALB,dom,1.9,4818.4,11504.0022
2016,GN,WCPO,BET,lc,1507.5,3163666.937,7944325.513
2016,GN,WCPO,BET,dom,167.5,351518.5485,886075
2016,GN,WCPO,PBF,fsh_sash,2257.68,19127515.14,83889491.16
2016,GN,WCPO,SKJ,lc,40604.4,60906600,219642870.9
2016,GN,WCPO,SKJ,dom,4511.6,6767400,11702809.97
2016,GN,WCPO,YFT,lc,704.7,1164869.1,5561898.996
2016,GN,WCPO,YFT,dom,78.3,129429.9,311214.3047
2016,HL,WCPO,ALB,dom,156,1020708,944539.128
2016,HL,WCPO,BET,fsh_sash,6391,45872462.68,102523578.9
2016,HL,WCPO,SKJ,dom,59706,64307457.83,154873652.8
2016,HL,WCPO,YFT,fzn_sash,76283,280345601.9,1187378814
2016,LL,WCPO,ALB,lc,61901.6,156982457.6,527072396.5
2016,LL,WCPO,ALB,fzn_sash,15475.4,37651648.2,144060255.4
2016,LL,WCPO,BET,fsh_sash,21949.9,157549048.5,352117400.2
2016,LL,WCPO,BET,fzn_sash,40764.1,371527322.7,653932314.6
2016,LL,WCPO,PBF,fzn_sash,2490.49,30553513.7,92540102.6
2016,LL,WCPO,SKJ,lc,5514,7339134,29827082.54
2016,LL,WCPO,YFT,fsh_sash,22312,151561999.4,347296201
2016,LL,WCPO,YFT,fzn_sash,66936,245994693.5,1041888603
2016,Other,WCPO,ALB,lc,523,1308126.74,4453178.325
2016,Other,WCPO,BET,fsh_sash,12959,93015372.23,207886568.5
2016,Other,WCPO,PBF,fsh_sash,2403.48,20362761.81,89307038.29
2016,Other,WCPO,SKJ,dom,68423.4,73696695.65,177486046.6
2016,Other,WCPO,SKJ,fsh_sash,22807.8,92417205.6,0
2016,Other,WCPO,SKJ,fzn_sash,22807.8,42696201.6,0
2016,Other,WCPO,YFT,fzn_sash,54458,200137131.3,847662984.7
2016,PS,WCPO,ALB,lc,3689,10321822,0
2016,PS,WCPO,BET,lc,55342.8,86224082.4,291649232.5
2016,PS,WCPO,BET,fzn_sash,6149.2,39823449.04,98644655.2
2016,PS,WCPO,PBF,fsh_sash,10658.99,90305088.68,396060224.4
2016,PS,WCPO,SKJ,lc,1414150,1882233650,7649613488
2016,PS,WCPO,YFT,lc,373632.15,617613944,2948920505
2016,PS,WCPO,YFT,fzn_sash,19664.85,72269761.4,306092134.2
2016,TR,WCPO,ALB,lc,2284,5792224,19447532.11
2016,TR,WCPO,BET,fsh_sash,100.5,721355.4216,1612207.742
2016,TR,WCPO,BET,fzn_sash,100.5,915965.1735,1612207.742
2016,TR,WCPO,PBF,For ranching,1380.67,17305317.78,51302090.54
2016,TR,WCPO,SKJ,lc,1342.6,1876954.8,7262575.447
2016,TR,WCPO,SKJ,dom,575.4,1010675.35,1492551.835
2016,TR,WCPO,YFT,fsh_sash,1401.5,9520174.888,21814970.68
2016,TR,WCPO,YFT,fzn_sash,1401.5,7622809.73,21814970.68
2016,BBPL,EPO,YFT,lc,5,11545.1432,39462.88489
2016,GN,EPO,ALB,lc,1,2536,8514.681309
2016,GN,EPO,PBF,fsh_sash,18.2,154194.0291,676264.4569
2016,HL,EPO,ALB,lc,675,1800225,5747409.884
2016,HL,EPO,PBF,fsh_sash,398.4,3375324.241,14803503.28
2016,LL,EPO,ALB,lc,26777,76997263.5,227997621.4
2016,LL,EPO,BET,lc,7107,51011671.46,37452949.53
2016,LL,EPO,BET,fsh_sash,10660.5,99869104.58,171014334.7
2016,LL,EPO,BET,fzn_sash,17767.5,166448507.6,285023891.1
2016,LL,EPO,SKJ,lc,214,299172,1157598.053
2016,LL,EPO,YFT,lc,1959.8,3239549.4,15467872.36
2016,LL,EPO,YFT,fsh_sash,2939.7,14186091.89,45757737.63
2016,LL,EPO,YFT,fzn_sash,4899.5,27872950.28,76262896.06
2016,Other,EPO,ALB,lc,145,367720,1234628.79
2016,Other,EPO,ALB,dom,145,367720,877937.01
2016,Other,EPO,BET,lc,4.4,6855.2,23187.41775
2016,Other,EPO,BET,fsh_sash,6.6,47372.59485,105876.3293
2016,Other,EPO,BET,fzn_sash,11,103049.5896,176460.5489
2016,Other,EPO,PBF,fsh_sash,31.4,266027.0612,1166741.975
2016,Other,EPO,SKJ,lc,71.6,79619.2,387308.5074
2016,Other,EPO,SKJ,dom,644.4,694063.0058,1671533.546
2016,Other,EPO,YFT,lc,1114,1841442,8792330.753
2016,Other,EPO,YFT,dom,1114,7907634.363,4427748.857
2016,PS,EPO,ALB,lc,2,5329.824,17029.36262
2016,PS,EPO,BET,lc,56731,88386898,298964862.8
2016,PS,EPO,PBF,fzn_sash,3932.305,48241805.7,146114181.6
2016,PS,EPO,PBF,For ranching,2117.395,26539428.93,78676867.02
2016,PS,EPO,SKJ,lc,337562,449295022,1825986514
2016,PS,EPO,YFT,lc,242118,400221054,1910934953
2016,TR,EPO,ALB,lc,12257.1,44189793.44,104365300.3
2016,TR,EPO,ALB,dom,1361.9,4909977.049,8245947.682
2016,TR,EPO,PBF,For ranching,368,4612512,13673918.69
2016,TR,EPO,SKJ,lc,0.7,778.4,3786.535687
2016,TR,EPO,YFT,fsh_sash,321.5,1551460.537,5004290.455
2016,TR,EPO,YFT,fzn_sash,321.5,1181536.004,5004290.455
2016,BBPL,WIO,BET,lc,211.0338135,442879.4018,1112120.271
2016,BBPL,WIO,BET,dom,633.1014404,1328638.205,3349106.62
2016,BBPL,WIO,SKJ,lc,22400.73438,39201285.16,121173114.5
2016,BBPL,WIO,SKJ,dom,67202.20313,86592343.76,174318337.8
2016,BBPL,WIO,YFT,lc,2724.557129,7773161.489,21503776.87
2016,BBPL,WIO,YFT,dom,8173.671387,23319484.47,32487400.48
2016,GN,WIO,ALB,lc,7.437375043,20809.77537,63326.87827
2016,GN,WIO,ALB,dom,1.859343761,5202.443843,11257.83932
2016,GN,WIO,BET,lc,2537.41583,3852383.834,13371845.65
2016,GN,WIO,BET,dom,634.3539576,963095.9585,3355732.436
2016,GN,WIO,SKJ,lc,45336.56514,68004847.7,245240745.4
2016,GN,WIO,SKJ,dom,11334.14128,17001211.93,29400057.99
2016,GN,WIO,YFT,lc,45710.76857,67714008.83,360775759.7
2016,GN,WIO,YFT,dom,11427.69214,16570153.61,45420961.24
2016,HL,WIO,ALB,fsh_sash,90.10563029,361829.8554,838791.8961
2016,HL,WIO,ALB,fzn_sash,15.90099358,38687.11738,148022.0993
2016,HL,WIO,BET,fsh_sash,997.0788325,8976699.563,15995007.1
2016,HL,WIO,BET,fzn_sash,175.9550881,1465070.255,2822648.311
2016,HL,WIO,SKJ,fsh_sash,1170.964125,4685453.97,10500071.81
2016,HL,WIO,SKJ,fzn_sash,206.640728,383647.4149,1852953.849
2016,HL,WIO,YFT,fsh_sash,67556.95108,458904023.7,1051553983
2016,HL,WIO,YFT,fzn_sash,11921.8149,64843187.01,185568349.9
2016,LL,WIO,ALB,lc,19134.16845,53537403.32,162921346.5
2016,LL,WIO,ALB,fzn_sash,4783.542112,11638357.96,44529918.33
2016,LL,WIO,BET,fzn_sash,28563.06446,192829248.2,458204912
2016,LL,WIO,SKJ,lc,1652.587596,2478881.394,8939402.727
2016,LL,WIO,YFT,fzn_sash,38665.88246,278510351.4,601851653.2
2016,Other,WIO,ALB,lc,6,16788,51088.08786
2016,Other,WIO,ALB,dom,1.5,4197,9082.107
2016,Other,WIO,BET,lc,0.968860368,1470.954022,0
2016,Other,WIO,SKJ,lc,230.587904,345881.856,1247327.611
2016,Other,WIO,YFT,lc,174.3942814,742222.0616,1376420.29
2016,PS,WIO,ALB,lc,433.4620543,1212826.828,3690791.252
2016,PS,WIO,BET,lc,21658.30646,26597216.25,114136409
2016,PS,WIO,SKJ,lc,189552.3067,225445304.7,1025352248
2016,PS,WIO,YFT,lc,148980.1746,340421872.1,1175837496
2016,TR,WIO,ALB,dom,92.85183469,550908.042,562193.5319
2016,TR,WIO,BET,dom,680.9736079,5465143.066,3602350.386
2016,TR,WIO,SKJ,dom,18882.95834,24331339.51,48981220.23
2016,TR,WIO,YFT,dom,14301.52406,20737209.89,56843408.28
2016,BBPL,EIO,SKJ,lc,999.7667725,1749591.852,5408075.089
2016,BBPL,EIO,SKJ,dom,5665.345044,7299991.41,14695552.9
2016,BBPL,EIO,YFT,lc,223.9603363,638958.8395,1767624.194
2016,BBPL,EIO,YFT,dom,1269.108572,3620766.757,5044249.578
2016,GN,EIO,ALB,lc,3.306958997,9252.871274,28157.70196
2016,GN,EIO,ALB,dom,62.83222095,175804.5542,380432.6358
2016,GN,EIO,BET,lc,78.71872128,119513.2172,414837.2443
2016,GN,EIO,BET,dom,1495.655704,2270751.127,7912018.676
2016,GN,EIO,SKJ,lc,1540.704358,2311056.537,8334188.621
2016,GN,EIO,SKJ,dom,29273.3828,43910074.2,75933335.44
2016,GN,EIO,YFT,lc,374.5710386,773978.6056,2956330.756
2016,GN,EIO,YFT,dom,7116.849734,10319432.11,28286914.97
2016,HL,EIO,ALB,dom,17.97451946,106646.3291,108831.006
2016,HL,EIO,BET,fsh_sash,92.5627709,833342.5181,0
2016,HL,EIO,BET,fzn_sash,16.33460663,136008.2653,0
2016,HL,EIO,SKJ,dom,4478.885764,6718328.645,11617951.28
2016,HL,EIO,YFT,fsh_sash,1936.585712,13154930.19,30143817.7
2016,HL,EIO,YFT,fzn_sash,4518.699994,24577374.44,70335574.64
2016,LL,EIO,ALB,lc,10396.52566,36790705.17,88523102.69
2016,LL,EIO,BET,fsh_sash,9654.104875,86915894.9,154869876.8
2016,LL,EIO,BET,fzn_sash,9654.104875,80383818.66,154869876.8
2016,LL,EIO,SKJ,dom,8454.087358,10893381.54,21929377.13
2016,LL,EIO,YFT,dom,16178.65203,92461926.76,64304315.99
2016,LL,EIO,YFT,fsh_sash,9437.547016,82672911.86,146899615.7
2016,LL,EIO,YFT,fzn_sash,1348.221002,9711235.879,20985659.39
2016,Other,EIO,ALB,lc,66.09011698,233876.4015,562736.2838
2016,Other,EIO,ALB,dom,66.09011698,233876.4015,400158.3427
2016,Other,EIO,BET,fsh_sash,1020.205734,9184911.034,16366005.81
2016,Other,EIO,BET,fzn_sash,1020.205734,8494628.328,16366005.81
2016,Other,EIO,SKJ,lc,4298.731251,6426603.22,23253284.7
2016,Other,EIO,SKJ,dom,4298.731251,5539062.663,11150641.67
2016,Other,EIO,YFT,fsh_sash,1302.442398,8847291.767,20273095.06
2016,Other,EIO,YFT,fzn_sash,1302.442398,7084031.812,20273095.06
2016,PS,EIO,ALB,lc,104.9495316,293648.7893,0
2016,PS,EIO,BET,lc,6118.358383,7513574.585,32242939.04
2016,PS,EIO,SKJ,lc,43382.38681,67242699.56,234669936.9
2016,PS,EIO,YFT,lc,6923.437263,8997158.208,54643761.55
2016,TR,EIO,ALB,lc,428.5405143,1516497.745,3648885.908
2016,TR,EIO,ALB,dom,47.6156127,282512.7156,288300.0596
2016,TR,EIO,BET,lc,1456.49611,2211297.81,7675541.761
2016,TR,EIO,BET,dom,161.8329011,1298787.423,856096.0468
2016,TR,EIO,SKJ,lc,13118.56198,19612250.16,70962718.7
2016,TR,EIO,SKJ,dom,1457.617998,1878190.786,3780970.484
2016,TR,EIO,YFT,lc,6989.44202,14442330.11,55164709.17
2016,TR,EIO,YFT,dom,776.6046689,1126076.77,3086723.909
2016,BBPL,EAO,ALB,lc,17348.9957,43997053.1,147721169.4
2016,BBPL,EAO,BET,lc,6772.32212,14212518.46,35689241.39
2016,BBPL,EAO,BFT,fsh_sash,814.118925,6897377.868,29028268.94
2016,BBPL,EAO,BFT,fzn_sash,271.372975,3329223.53,9676089.648
2016,BBPL,EAO,SKJ,lc,29002.49595,37678436,156884265.6
2016,BBPL,EAO,YFT,lc,10065.14591,14193693.63,79439938.89
2016,GN,EAO,ALB,dom,17.46524,62833.49234,105747.4523
2016,GN,EAO,BET,dom,134.21,281655.5486,709970.9
2016,GN,EAO,BFT,fsh_sash,0.16725,1416.97535,5963.475153
2016,GN,EAO,BFT,fzn_sash,0.05575,683.9450825,1987.825051
2016,GN,EAO,SKJ,lc,869.84243,959094.648,4705270.576
2016,GN,EAO,YFT,dom,376.183,2927572.196,1495191.964
2016,HL,EAO,ALB,dom,27.10561,93221.80907,164117.3669
2016,HL,EAO,BET,dom,264.3811,707488.0008,1398576.019
2016,HL,EAO,BFT,fsh_sash,238.811925,2023262.248,8515091.067
2016,HL,EAO,BFT,fzn_sash,79.603975,976587.3947,2838363.689
2016,HL,EAO,SKJ,lc,1578.693,1740678.489,8539681.976
2016,HL,EAO,YFT,dom,2092.7101,16286115.81,8317769.078
2016,LL,EAO,ALB,lc,6422.42509,17128607.72,54684902.87
2016,LL,EAO,BET,fzn_sash,23730.74686,216283956.9,380685510.6
2016,LL,EAO,BFT,dom,335.214114,2973998.233,11952412.79
2016,LL,EAO,BFT,fsh_sash,1005.642342,8921994.698,35857238.38
2016,LL,EAO,BFT,fzn_sash,2011.284684,25839168.63,71714476.76
2016,LL,EAO,SKJ,lc,539.52356,594882.6374,2918464.591
2016,LL,EAO,YFT,fzn_sash,4860.03057,17860967.65,75648536.83
2016,Other,EAO,ALB,dom,6334.85188,22790460.77,38355868.4
2016,Other,EAO,BET,dom,236.19335,655016.5113,1249462.822
2016,Other,EAO,BFT,fzn_sash,2973.65446,36481010.67,106028786.2
2016,Other,EAO,SKJ,lc,47.49883,52818.69896,256937.1641
2016,Other,EAO,YFT,dom,1,7098.415048,3974.639907
2016,PS,EAO,ALB,lc,87.72943,233974.3898,746988.1379
2016,PS,EAO,BET,lc,28705.16334,44722644.48,151272412.2
2016,PS,EAO,BFT,For ranching,11360.74064,142395523.2,405079190.1
2016,PS,EAO,SKJ,lc,203168.0308,270416649,1099004284
2016,PS,EAO,YFT,lc,96661.9209,159782155.2,762911651.5
2016,TR,EAO,ALB,lc,1875.394125,5001676.131,15968383.3
2016,TR,EAO,ALB,dom,1875.394125,12003099.59,11355020.07
2016,TR,EAO,BET,dom,222.734,2136040.665,1178262.86
2016,TR,EAO,BFT,fzn_sash,40.27431,494088.1843,1436023.001
2016,BBPL,WAO,ALB,lc,52.1704945,132304.3741,444215.1344
2016,BBPL,WAO,ALB,dom,2.7458155,6963.388108,16625.19345
2016,BBPL,WAO,BET,lc,14.20629715,29813.59375,74865.30606
2016,BBPL,WAO,BET,dom,0.74769985,1569.136513,3955.332207
2016,BBPL,WAO,SKJ,lc,15969.89509,20747202.96,86386539.52
2016,BBPL,WAO,SKJ,dom,840.5207941,905298.5549,2180258.695
2016,BBPL,WAO,YFT,lc,1155.030269,2699187.002,9116165.311
2016,BBPL,WAO,YFT,dom,60.7910668,142062.4738,241622.6001
2016,GN,WAO,ALB,lc,3.1369,8366.1123,26709.7038
2016,GN,WAO,BET,lc,0.1976,361.2738782,1041.325852
2016,GN,WAO,SKJ,dom,0.691,1173.012163,1792.411049
2016,GN,WAO,YFT,dom,8.016,40557.77685,31860.7135
2016,HL,WAO,ALB,dom,46.146876,158708.6682,0
2016,HL,WAO,BET,dom,5518.037605,14766355.82,29190418.93
2016,HL,WAO,BFT,fsh_sash,1219.141732,10328811.85,43469784.32
2016,HL,WAO,SKJ,dom,1351.3615,1455509.039,3505347.734
2016,HL,WAO,YFT,fsh_sash,16516.49237,79703533.82,257086547.7
2016,LL,WAO,ALB,lc,14788.81227,39441762.31,125922023.4
2016,LL,WAO,BET,fzn_sash,12590.75353,114753151.7,201979207.2
2016,LL,WAO,BFT,dom,59.1238847,500909.3405,2108124.468
2016,LL,WAO,BFT,fsh_sash,177.3716541,1502728.021,6324373.405
2016,LL,WAO,BFT,fzn_sash,354.7433082,4352016.883,12648746.81
2016,LL,WAO,SKJ,lc,803.616396,2143244.928,0
2016,LL,WAO,YFT,fzn_sash,11458.11898,42109424.93,178350716.8
2016,Other,WAO,ALB,dom,110.4955,380016.9192,669021.3027
2016,Other,WAO,BET,dom,4.837,15999.5416,25587.73
2016,Other,WAO,BFT,fsh_sash,90.499783,766732.2072,3226865.215
2016,Other,WAO,SKJ,dom,8.191645,8822.963612,21248.61796
2016,Other,WAO,YFT,dom,24.835827,125659.4223,98713.46912
2016,PS,WAO,BET,lc,899.944747,1105204.397,4742589.727
2016,PS,WAO,SKJ,lc,2949.626759,2672568.553,15955524.27
2016,PS,WAO,YFT,lc,5334.240966,5046425.38,42100907.44
2016,TR,WAO,ALB,dom,2.092,12221.95355,12666.5119
2016,TR,WAO,BET,dom,14.3024,137161.4033,75659.696
2016,TR,WAO,SKJ,dom,159.4447,171732.8798,413589.6412
2016,TR,WAO,YFT,fsh_sash,259.8346,2022113.042,4044441.084
2016,BBPL,Antarctic,SBF,fzn_sash,3.515231998,43125.12357,120061.7706
2016,LL,Antarctic,SBF,fzn_sash,9213.70391,113034394.3,314691493
2016,Other,Antarctic,SBF,fzn_sash,4.514973996,55390.03162,154207.6804
2016,PS,Antarctic,SBF,For ranching,5222.464461,65458369.55,178371820.3
2016,TR,Antarctic,SBF,fzn_sash,1.137299999,13952.47967,38844.16496
2018,BBPL,WCPO,ALB,lc,12338.2,31775635.77,108536231.2
2018,BBPL,WCPO,ALB,dom,5287.8,13618129.62,32016243.6
2018,BBPL,WCPO,BET,lc,1173.9,2851130.929,6391243.239
2018,BBPL,WCPO,BET,dom,503.1,1518705.371,2661399
2018,BBPL,WCPO,PBF,fsh_sash,94,833962.0028,3601802.121
2018,BBPL,WCPO,SKJ,lc,97331.5,157553619,543941211.8
2018,BBPL,WCPO,SKJ,dom,41713.5,62898510.67,108202226.2
2018,BBPL,WCPO,YFT,lc,8528.8,21733075.3,69544260.03
2018,BBPL,WCPO,YFT,dom,3655.2,9314175.128,14528103.79
2018,GN,WCPO,BET,lc,248.4,497488.7892,1352402.096
2018,GN,WCPO,BET,dom,27.6,68702.72162,146004
2018,GN,WCPO,PBF,fsh_sash,652,5784502.402,24982712.58
2018,GN,WCPO,SKJ,lc,30906,28433520,172719490.5
2018,GN,WCPO,SKJ,dom,3434,3159280,8907582.552
2018,GN,WCPO,YFT,lc,483.3,763130.7,3940852.274
2018,GN,WCPO,YFT,dom,53.7,84792.3,213438.163
2018,HL,WCPO,ALB,dom,232,1069520,1404699.216
2018,HL,WCPO,BET,fsh_sash,2367,16741791,40773199.43
2018,HL,WCPO,SKJ,dom,36926,41821929.72,95783748.78
2018,HL,WCPO,YFT,fzn_sash,129717,620176399.3,2201181577
2018,LL,WCPO,ALB,lc,67943.2,180253309.6,597680282.8
2018,LL,WCPO,ALB,fzn_sash,16985.8,37538618,224160333.3
2018,LL,WCPO,BET,fsh_sash,24940.3,176402741.9,429613783.6
2018,LL,WCPO,BET,fzn_sash,46317.7,421192784,797854169.5
2018,LL,WCPO,PBF,fzn_sash,2186,28083753.17,83761057.83
2018,LL,WCPO,SKJ,lc,4106,5514358,22946554.98
2018,LL,WCPO,YFT,fsh_sash,23627.25,186584393.3,400933319.6
2018,LL,WCPO,YFT,fzn_sash,70881.75,338885331.1,1202799959
2018,Other,WCPO,ALB,lc,312,803520.64,2744590.308
2018,Other,WCPO,BET,fsh_sash,5351,37847623,92174647.29
2018,Other,WCPO,PBF,fsh_sash,1512,13414367.53,57935370.29
2018,Other,WCPO,SKJ,dom,47286.6,53556216.81,122658501.2
2018,Other,WCPO,SKJ,fsh_sash,15762.2,56381389.4,0
2018,Other,WCPO,SKJ,fzn_sash,15762.2,27347417,0
2018,Other,WCPO,YFT,fzn_sash,46179,220781593.3,783616365.2
2018,PS,WCPO,ALB,lc,3027,8138643.682,0
2018,PS,WCPO,BET,lc,57855.6,86022315.26,314992088.2
2018,PS,WCPO,BET,fzn_sash,6428.4,44566582.44,110733601.7
2018,PS,WCPO,PBF,fsh_sash,9113,80849954.59,349183220.5
2018,PS,WCPO,SKJ,lc,1499942,2014422106,8382489422
2018,PS,WCPO,YFT,lc,361695.4,571117036.6,2949282308
2018,PS,WCPO,YFT,fzn_sash,19036.6,91013899.81,323034091.2
2018,TR,WCPO,ALB,lc,2847,7553091,25044386.56
2018,TR,WCPO,BET,fsh_sash,71,502183,1223023.726
2018,TR,WCPO,BET,fzn_sash,71,645642.76,1223023.726
2018,TR,WCPO,PBF,For ranching,744,9325296,28507880.62
2018,TR,WCPO,SKJ,lc,1672.3,2214961.35,9345719.408
2018,TR,WCPO,SKJ,dom,716.7,1153707.825,1859075.252
2018,TR,WCPO,YFT,fsh_sash,1548,12224556,26268176.73
2018,TR,WCPO,YFT,fzn_sash,1548,12134772,26268176.73
2018,BBPL,EPO,SKJ,lc,1,0,5588.542371
2018,BBPL,EPO,YFT,lc,5,12740.99246,40770.24905
2018,GN,EPO,PBF,fsh_sash,38,337133.5756,1456047.666
2018,GN,EPO,SKJ,dom,1,920,2593.937843
2018,HL,EPO,ALB,lc,170,451010,1495449.848
2018,HL,EPO,PBF,fsh_sash,514,4560175.207,19694960.53
2018,LL,EPO,ALB,lc,24487,64964011,215406355.4
2018,LL,EPO,BET,lc,5733.6,40553752.8,31216315.05
2018,LL,EPO,BET,fsh_sash,8600.4,72496152.66,148147792.3
2018,LL,EPO,BET,fzn_sash,14334,143749773.4,246912987.2
2018,LL,EPO,PBF,fsh_sash,1,8871.9362,38317.04384
2018,LL,EPO,SKJ,lc,1176,1557612,0
2018,LL,EPO,YFT,lc,2465.8,3893498.2,20106256.02
2018,LL,EPO,YFT,fsh_sash,3698.7,19973443.18,62763633.9
2018,LL,EPO,YFT,fzn_sash,6164.5,40852141.5,104606056.5
2018,Other,EPO,ALB,lc,160.5,425806.5,1411880.591
2018,Other,EPO,ALB,dom,160.5,425806.5,971785.449
2018,Other,EPO,BET,lc,9,13381.60588,49000.07594
2018,Other,EPO,BET,dom,9,32280.10358,47610
2018,Other,EPO,PBF,fsh_sash,30,266158.086,1149511.315
2018,Other,EPO,SKJ,lc,41.2,55331.6,230247.9457
2018,Other,EPO,SKJ,dom,370.8,419963.4821,961832.1521
2018,Other,EPO,YFT,lc,706,1114774,5756759.166
2018,Other,EPO,YFT,dom,706,5154202.107,2806095.775
2018,PS,EPO,ALB,lc,8,21509.46464,70374.11047
2018,PS,EPO,BET,lc,65304,97096932.29,355544551
2018,PS,EPO,PBF,fzn_sash,3474.25,44634025.36,133122989.6
2018,PS,EPO,PBF,For ranching,1870.75,23447980.5,71681609.76
2018,PS,EPO,SKJ,lc,287476,386080268,1606571807
2018,PS,EPO,YFT,lc,237308,374709332,1935021252
2018,TR,EPO,ALB,lc,9404.1,33729480.23,82725646.54
2018,TR,EPO,ALB,dom,1044.9,3747720.026,6326595.736
2018,TR,EPO,PBF,For ranching,484,6066456,18545449.22
2018,BBPL,WIO,BET,lc,68.34825134,136886.0258,372118.834
2018,BBPL,WIO,BET,dom,205.044754,510403.3571,1084686.749
2018,BBPL,WIO,SKJ,lc,6940.283203,11234458.89,38786066.75
2018,BBPL,WIO,SKJ,dom,20820.84961,21368308.86,54007989.72
2018,BBPL,WIO,YFT,lc,2231.029541,5942364.118,18191926.01
2018,BBPL,WIO,YFT,dom,6693.088623,17827092.35,26602617.14
2018,GN,WIO,ALB,lc,14.92178681,42123.58086,164079.2927
2018,GN,WIO,ALB,dom,3.730446703,9917.130536,22586.87741
2018,GN,WIO,BET,lc,3097.194511,4487502.046,16862529.58
2018,GN,WIO,BET,dom,774.2986277,1394369.328,4096039.74
2018,GN,WIO,SKJ,lc,57589.61135,52982442.44,321841983.2
2018,GN,WIO,SKJ,dom,14397.40284,13245610.61,37345968.06
2018,GN,WIO,YFT,lc,61133.9592,79739389.48,498489348.4
2018,GN,WIO,YFT,dom,15283.4898,13755140.82,60746368.48
2018,HL,WIO,ALB,fsh_sash,102.7710151,423718.6075,1356261.407
2018,HL,WIO,ALB,fzn_sash,18.1360615,40080.69591,239340.2483
2018,HL,WIO,BET,fsh_sash,147.9128333,1046187.47,2547900.063
2018,HL,WIO,BET,fzn_sash,26.1022647,235358.3783,449629.4229
2018,HL,WIO,SKJ,fsh_sash,179.0935533,735770.6491,1264570.586
2018,HL,WIO,SKJ,fzn_sash,31.60474469,62691.28514,223159.5152
2018,HL,WIO,YFT,fsh_sash,36352.64721,287076855,616871939
2018,HL,WIO,YFT,fzn_sash,6415.173037,50288541.43,108859753.9
2018,LL,WIO,ALB,lc,24556.96298,69323280.69,216021803.2
2018,LL,WIO,ALB,fzn_sash,6139.240744,13567722.04,81019101.34
2018,LL,WIO,BET,fzn_sash,20611.45189,184266379.9,355046404
2018,LL,WIO,SKJ,lc,892.6613241,821248.4182,4988675.633
2018,LL,WIO,YFT,fzn_sash,46048.35866,360973083.5,781399498.4
2018,Other,WIO,ALB,lc,1.700000048,4799.029122,14954.49889
2018,Other,WIO,ALB,dom,1.700000048,4519.33072,10293.05489
2018,Other,WIO,BET,lc,107.7202389,156075.0515,586477.7653
2018,Other,WIO,BET,dom,107.7202389,386357.83,569840.0639
2018,Other,WIO,SKJ,lc,82334.4231,75747669.25,460129412.1
2018,Other,WIO,YFT,lc,27742.33247,110229226.2,226212360.9
2018,PS,WIO,ALB,lc,100.2500343,283001.6593,881875.8739
2018,PS,WIO,BET,lc,40404.49725,47352146.33,219980381.5
2018,PS,WIO,SKJ,lc,287825.7406,386549969.6,1608526347
2018,PS,WIO,YFT,lc,131469.3588,207590117.5,1072007700
2018,TR,WIO,ALB,dom,97.15474551,498212.2274,588246.5295
2018,TR,WIO,BET,dom,1181.346771,11245533.88,6249324.42
2018,TR,WIO,SKJ,dom,13557.23195,13913703.1,35166617
2018,TR,WIO,YFT,dom,16563.7469,14907372.21,65834929.46
2018,BBPL,EIO,SKJ,lc,361.9674683,585928.3435,2022870.533
2018,BBPL,EIO,SKJ,dom,2051.148987,2105081.488,5320552.978
2018,BBPL,EIO,YFT,lc,53.53390961,142587.9746,436518.1655
2018,BBPL,EIO,YFT,dom,303.3588211,807998.5227,1205742.077
2018,GN,EIO,ALB,lc,9.694589996,27367.4226,85281.01842
2018,GN,EIO,ALB,dom,184.1972099,489675.3447,1115265.846
2018,GN,EIO,BET,lc,62.17203726,90080.60148,338492.7275
2018,GN,EIO,BET,dom,1181.268708,2127247.544,6248911.465
2018,GN,EIO,SKJ,lc,2119.978367,1950380.098,11847588.93
2018,GN,EIO,SKJ,dom,40279.58897,37057221.85,104482750.1
2018,GN,EIO,YFT,lc,348.2291189,549853.7788,2839477.581
2018,GN,EIO,YFT,dom,6616.35326,5954717.934,26297621.71
2018,HL,EIO,ALB,dom,47.83463088,245297.3128,289626.1573
2018,HL,EIO,BET,dom,120.9369585,855387.1074,0
2018,HL,EIO,SKJ,dom,3604.611125,3316242.235,9350137.206
2018,HL,EIO,YFT,fsh_sash,1675.661684,13232700.31,28434481.42
2018,HL,EIO,YFT,fzn_sash,3909.877262,30649527.85,66347123.32
2018,LL,EIO,ALB,lc,8452.91505,26691488.09,74358297.19
2018,LL,EIO,BET,fsh_sash,6480.999414,45840108.86,111639662.7
2018,LL,EIO,BET,fzn_sash,6480.999414,58437745.9,111639662.7
2018,LL,EIO,SKJ,dom,9037.456518,9275085.593,23442600.47
2018,LL,EIO,YFT,dom,26045.0425,139419112.5,103519665.3
2018,LL,EIO,YFT,fsh_sash,15192.94146,119978658.7,257810640.3
2018,LL,EIO,YFT,fzn_sash,2170.420208,17013924.01,36830091.48
2018,Other,EIO,ALB,lc,161.3735671,509563.9337,1419565.155
